YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
2013,HI,Smokeless Tobacco Use (Youth),User Status,3.4,0.9,754,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.4,0.3,1040,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,2.6,0.7,885,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.8,0.5,679,Male,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1936,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,2.2,0.9,1040,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.9,0.6,886,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,1437,Overall,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,6.4,1.1,1439,Overall,High School,"(21.304850435, -157.857749403)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,40.2,5.6,62,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,37.5,4.9,145,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,35.7,8.6,83,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,66,4.5,97,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,66.4,3.4,70,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,66.1,2.9,167,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,13,1.6,920,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,3,0.5,923,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,4.6,0.7,1659,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,15.4,1.8,830,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,12.8,1.6,1824,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,0.3,0.2,923,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,3.4,1.2,826,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,2.1,0.3,965,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,12.5,2,897,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,10.3,2,826,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,5.7,0.9,830,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,0.5,0.2,965,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,39.3,2.7,805,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,2.6,0.3,1896,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,41.3,3.4,802,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,12.9,1.6,1659,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,0.4,0.2,1896,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Cigarette Use (Youth),Smoking Status,40.4,2.4,1610,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,1.6,0.5,971,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,2.7,0.7,1672,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,6.7,0.7,967,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,0,0.1,1907,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,5.8,0.7,1894,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,1.4,0.5,928,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,5.1,1.2,836,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,0,0,928,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,7.7,1.2,1672,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,5,1,920,Female,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,10.8,1.5,828,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,26.6,2.8,833,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,13.3,2.1,836,Male,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,1.9,0.8,833,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,18.8,1.9,1666,Overall,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,971,Male,Middle School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,833,Female,High School,"(40.485010283, -88.997710178)"
2013,IL,Smokeless Tobacco Use (Youth),User Status,1.5,0.4,1907,Overall,Middle School,"(40.485010283, -88.997710178)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,38.6,5.5,96,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,36.4,5.8,50,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.7,5.4,139,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.7,3.4,300,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.4,3.4,159,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,68.3,5.9,98,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,64.9,3.7,144,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,62.3,2.9,306,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,67.6,6.9,54,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,60.2,3.9,160,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,37.4,1.9,2609,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,0.6,0.2,2429,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,41.7,1.9,1244,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,14.1,1.8,1187,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,0.7,0.3,1210,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,6.7,0.9,1277,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,5.1,1,1362,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,13.7,1.2,2653,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,3.9,0.6,1207,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,14.8,1.3,1277,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,0.5,0.2,1207,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,14.2,1.4,1140,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,5.9,0.8,2653,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,12.7,1.7,1362,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,14.2,1.4,2339,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,3.6,0.6,1210,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,3.7,0.5,2429,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Cigarette Use (Youth),Smoking Status,32.9,2.9,1351,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,2.1,0.6,1222,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,0,0.1,1225,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,11.2,1.3,1294,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,1225,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,1.5,0.3,2463,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1375,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,1.8,0.5,1375,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,6.6,1.6,1366,Female,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,6.6,0.7,2686,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,24.6,1.7,1292,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,5.1,0.8,2434,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,2463,Overall,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,7.5,1.3,1203,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,3.5,0.6,1294,Male,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,2.6,0.6,1215,Female,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1222,Male,Middle School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,2,0.3,2686,Overall,High School,"(39.766910452, -86.149960194)"
2013,IN,Smokeless Tobacco Use (Youth),User Status,15.8,1.4,2675,Overall,High School,"(39.766910452, -86.149960194)"
2013,KS,Cigarette Use (Youth),Smoking Status,0,0,769,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,8.1,0.9,1646,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,1.2,0.4,1695,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,1.2,0.5,769,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,0.2,0.2,920,Male,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,1.1,0.4,920,Male,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,8.6,1.4,762,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,0.2,0.1,1695,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Cigarette Use (Youth),Smoking Status,7.3,0.9,877,Male,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,1716,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,778,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,5.4,0.8,931,Male,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,931,Male,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,1.5,0.4,771,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,3.5,0.6,1709,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,778,Female,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,1.2,0.3,1716,Overall,Middle School,"(38.3477403, -98.200781227)"
2013,KS,Smokeless Tobacco Use (Youth),User Status,1.9,0.6,931,Male,Middle School,"(38.3477403, -98.200781227)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,50.1,8.2,76,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.6,8.8,51,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,38,4.8,118,Overall,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,49.2,6.7,127,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,34.5,6.2,70,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,60.5,5.3,143,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,65,7.4,74,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,63.9,5.3,124,Overall,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.2,11.8,61,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,62.4,5.9,82,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,1.4,0.3,1980,Overall,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,45.5,3.3,572,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,8,1.3,999,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,5.2,1.1,596,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,14.3,2,1307,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,4.1,0.9,976,Female,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,16.7,2.7,596,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,41,2.8,1270,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,21.4,2.4,938,Female,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,2,0.6,999,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,3.6,0.7,1307,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,28.8,2,909,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,2,0.7,709,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,25,1.7,1849,Overall,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,0.8,0.2,976,Female,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,6.1,0.8,1980,Overall,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,36.9,3.8,698,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Cigarette Use (Youth),Smoking Status,12,3.3,709,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Smokeless Tobacco Use (Youth),User Status,32,3.1,606,Male,High School,"(31.312660644, -92.445680071)"
2013,LA,Smokeless Tobacco Use (Youth),User Status,1.6,0.5,993,Male,Middle School,"(31.312660644, -92.445680071)"
2013,LA,Smokeless Tobacco Use (Youth),User Status,3.5,1.1,709,Female,High School,"(31.312660644, -92.445680071)"
2013,LA,Smokeless Tobacco Use (Youth),User Status,9.2,1.4,1309,Overall,High School,"(31.312660644, -92.445680071)"
2013,LA,Smokeless Tobacco Use (Youth),User Status,3.9,0.9,1309,Overall,High School,"(31.312660644, -92.445680071)"
